Account:What.ExternalId__c,Contact:Who.Email,ExternalId__c,Priority,Status,Subject
ACC_0016,contact161@acc-0016.com,TASK_00373,Normal,Completed,Follow up 373
ACC_0011,,TASK_00374,Normal,Completed,Follow up 374
ACC_0117,contact168@acc-0117.com,TASK_00375,High,Completed,Follow up 375
ACC_0117,contact166@acc-0117.com,TASK_00376,Normal,Completed,Follow up 376
ACC_0117,contact167@acc-0117.com,TASK_00377,Low,Not Started,Follow up 377
ACC_0117,,TASK_00378,Normal,Not Started,Follow up 378
ACC_0117,,TASK_00379,,Not Started,Follow up 379
ACC_0117,contact166@acc-0117.com,TASK_00380,,Not Started,Follow up 380
ACC_0117,contact166@acc-0117.com,TASK_00381,Low,Not Started,Follow up 381
ACC_0117,,TASK_00382,,Completed,Follow up 382
ACC_0101,,TASK_00383,Low,,Follow up 383
ACC_0101,contact170@acc-0101.com,TASK_00384,,,Follow up 384
ACC_0101,,TASK_00385,Normal,Completed,Follow up 385
ACC_0101,contact170@acc-0101.com,TASK_00386,Low,,Follow up 386
ACC_0101,contact170@acc-0101.com,TASK_00387,Normal,Completed,Follow up 387
ACC_0101,contact170@acc-0101.com,TASK_00388,High,Not Started,Follow up 388
ACC_0101,,TASK_00389,Low,Completed,Follow up 389
ACC_0048,contact171@acc-0048.com,TASK_00390,High,Not Started,Follow up 390
ACC_0048,contact171@acc-0048.com,TASK_00391,High,Not Started,Follow up 391
ACC_0048,,TASK_00392,Low,Completed,Follow up 392
ACC_0048,,TASK_00393,Low,Not Started,Follow up 393
ACC_0048,contact171@acc-0048.com,TASK_00394,Normal,,Follow up 394
ACC_0048,contact171@acc-0048.com,TASK_00395,Low,Completed,Follow up 395
ACC_0048,contact171@acc-0048.com,TASK_00396,High,,Follow up 396
ACC_0048,contact171@acc-0048.com,TASK_00397,Low,Completed,Follow up 397
ACC_0026,contact173@acc-0026.com,TASK_00398,Low,Not Started,Follow up 398
ACC_0026,contact172@acc-0026.com,TASK_00399,Low,,Follow up 399
ACC_0026,,TASK_00400,Low,Completed,Follow up 400
ACC_0026,contact173@acc-0026.com,TASK_00401,Normal,Not Started,Follow up 401
ACC_0026,contact172@acc-0026.com,TASK_00402,Normal,Completed,Follow up 402
ACC_0081,contact174@acc-0081.com,TASK_00403,Normal,Completed,Follow up 403
ACC_0081,,TASK_00404,High,,Follow up 404
ACC_0081,contact174@acc-0081.com,TASK_00405,Normal,Completed,Follow up 405
ACC_0081,contact175@acc-0081.com,TASK_00406,High,Completed,Follow up 406
ACC_0081,contact174@acc-0081.com,TASK_00407,Low,Not Started,Follow up 407
ACC_0022,contact176@acc-0022.com,TASK_00408,Low,Completed,Follow up 408
ACC_0022,,TASK_00409,High,Completed,Follow up 409
ACC_0022,,TASK_00410,High,Completed,Follow up 410
ACC_0022,contact176@acc-0022.com,TASK_00411,,Not Started,Follow up 411
ACC_0022,,TASK_00412,Low,Not Started,Follow up 412
ACC_0090,contact177@acc-0090.com,TASK_00413,Normal,Not Started,Follow up 413
ACC_0090,contact179@acc-0090.com,TASK_00414,High,Completed,Follow up 414
ACC_0090,contact177@acc-0090.com,TASK_00415,High,,Follow up 415
ACC_0090,contact177@acc-0090.com,TASK_00416,High,Not Started,Follow up 416
ACC_0090,,TASK_00417,Low,Not Started,Follow up 417
ACC_0064,contact180@acc-0064.com,TASK_00418,Normal,Completed,Follow up 418
ACC_0064,contact180@acc-0064.com,TASK_00419,High,Completed,Follow up 419
ACC_0064,contact180@acc-0064.com,TASK_00420,Normal,Not Started,Follow up 420
ACC_0064,contact180@acc-0064.com,TASK_00421,Low,Not Started,Follow up 421
ACC_0064,contact180@acc-0064.com,TASK_00422,Normal,Completed,Follow up 422
ACC_0064,contact180@acc-0064.com,TASK_00423,Low,Not Started,Follow up 423
ACC_0040,contact181@acc-0040.com,TASK_00424,Low,Not Started,Follow up 424
ACC_0040,contact182@acc-0040.com,TASK_00425,Low,Not Started,Follow up 425
ACC_0040,contact182@acc-0040.com,TASK_00426,Normal,Completed,Follow up 426
ACC_0040,,TASK_00427,Low,Not Started,Follow up 427
ACC_0040,,TASK_00428,Normal,Completed,Follow up 428
ACC_0040,contact181@acc-0040.com,TASK_00429,Low,Not Started,Follow up 429
ACC_0040,contact182@acc-0040.com,TASK_00430,,Completed,Follow up 430
ACC_0040,contact182@acc-0040.com,TASK_00431,High,Completed,Follow up 431
ACC_0040,,TASK_00432,Low,Not Started,Follow up 432
ACC_0040,,TASK_00433,Low,Completed,Follow up 433
ACC_0088,contact185@acc-0088.com,TASK_00434,Normal,Not Started,Follow up 434
ACC_0088,contact184@acc-0088.com,TASK_00435,High,Not Started,Follow up 435
ACC_0088,contact186@acc-0088.com,TASK_00436,,Completed,Follow up 436
ACC_0088,contact183@acc-0088.com,TASK_00437,High,Not Started,Follow up 437
ACC_0088,contact185@acc-0088.com,TASK_00438,,Not Started,Follow up 438
ACC_0088,contact184@acc-0088.com,TASK_00439,Normal,Not Started,Follow up 439
ACC_0088,contact184@acc-0088.com,TASK_00440,High,Not Started,Follow up 440
ACC_0088,contact185@acc-0088.com,TASK_00441,Low,Not Started,Follow up 441
ACC_0088,contact183@acc-0088.com,TASK_00442,High,Not Started,Follow up 442
ACC_0078,contact188@acc-0078.com,TASK_00443,Normal,Completed,Follow up 443
ACC_0078,contact188@acc-0078.com,TASK_00444,High,,Follow up 444
ACC_0078,contact187@acc-0078.com,TASK_00445,Low,Completed,Follow up 445
ACC_0078,,TASK_00446,Normal,,Follow up 446
ACC_0078,contact189@acc-0078.com,TASK_00447,High,Completed,Follow up 447
ACC_0078,contact189@acc-0078.com,TASK_00448,Normal,Completed,Follow up 448
ACC_0031,contact190@acc-0031.com,TASK_00449,High,Completed,Follow up 449
ACC_0031,contact193@acc-0031.com,TASK_00450,Low,Completed,Follow up 450
ACC_0031,,TASK_00451,Low,,Follow up 451
ACC_0031,contact190@acc-0031.com,TASK_00452,Normal,Not Started,Follow up 452
ACC_0031,contact192@acc-0031.com,TASK_00453,Low,Completed,Follow up 453
ACC_0009,contact194@acc-0009.com,TASK_00454,Normal,Not Started,Follow up 454
ACC_0009,contact197@acc-0009.com,TASK_00455,High,Not Started,Follow up 455
ACC_0009,contact194@acc-0009.com,TASK_00456,Normal,Completed,Follow up 456
ACC_0009,contact195@acc-0009.com,TASK_00457,,Completed,Follow up 457
ACC_0110,contact198@acc-0110.com,TASK_00458,Low,Completed,Follow up 458
ACC_0110,contact198@acc-0110.com,TASK_00459,Low,Not Started,Follow up 459
ACC_0110,,TASK_00460,Low,Completed,Follow up 460
ACC_0110,contact199@acc-0110.com,TASK_00461,Normal,Not Started,Follow up 461
ACC_0110,,TASK_00462,Normal,Not Started,Follow up 462
ACC_0110,contact199@acc-0110.com,TASK_00463,Normal,Completed,Follow up 463
ACC_0110,,TASK_00464,High,Not Started,Follow up 464
ACC_0110,contact199@acc-0110.com,TASK_00465,Low,Not Started,Follow up 465
ACC_0110,contact198@acc-0110.com,TASK_00466,Normal,,Follow up 466
ACC_0013,,TASK_00467,Low,,Follow up 467
ACC_0013,,TASK_00468,Low,Not Started,Follow up 468
ACC_0013,,TASK_00469,Normal,Completed,Follow up 469
ACC_0013,,TASK_00470,High,Not Started,Follow up 470
ACC_0013,,TASK_00471,,Completed,Follow up 471
ACC_0013,,TASK_00472,Normal,Not Started,Follow up 472
ACC_0013,,TASK_00473,,Not Started,Follow up 473
ACC_0013,,TASK_00474,Low,Completed,Follow up 474
ACC_0013,,TASK_00475,High,Not Started,Follow up 475
ACC_0112,,TASK_00476,Low,Not Started,Follow up 476
ACC_0112,,TASK_00477,Low,Completed,Follow up 477
ACC_0112,,TASK_00478,Normal,Not Started,Follow up 478
ACC_0112,,TASK_00479,,Not Started,Follow up 479
ACC_0112,,TASK_00480,,Completed,Follow up 480
ACC_0112,,TASK_00481,High,Completed,Follow up 481
ACC_0112,,TASK_00482,Low,Not Started,Follow up 482
ACC_0112,,TASK_00483,Low,Not Started,Follow up 483
ACC_0112,,TASK_00484,,Not Started,Follow up 484
ACC_0112,,TASK_00485,High,Completed,Follow up 485
ACC_0080,,TASK_00486,Normal,Not Started,Follow up 486
ACC_0080,,TASK_00487,,Completed,Follow up 487
ACC_0080,,TASK_00488,Low,Completed,Follow up 488
ACC_0080,,TASK_00489,,Not Started,Follow up 489
ACC_0094,,TASK_00490,,Not Started,Follow up 490
ACC_0115,,TASK_00491,Normal,,Follow up 491
ACC_0115,,TASK_00492,Normal,Not Started,Follow up 492
ACC_0115,,TASK_00493,High,,Follow up 493
ACC_0077,,TASK_00494,Low,Not Started,Follow up 494
ACC_0077,,TASK_00495,High,Not Started,Follow up 495
ACC_0077,,TASK_00496,High,Completed,Follow up 496
ACC_0012,,TASK_00497,High,Completed,Follow up 497
ACC_0012,,TASK_00498,Low,Not Started,Follow up 498
ACC_0012,,TASK_00499,Normal,Completed,Follow up 499
ACC_0012,,TASK_00500,High,Completed,Follow up 500
ACC_0012,,TASK_00501,Low,Not Started,Follow up 501
ACC_0012,,TASK_00502,High,Not Started,Follow up 502
ACC_0012,,TASK_00503,,Completed,Follow up 503
ACC_0058,,TASK_00504,Normal,Completed,Follow up 504
ACC_0095,,TASK_00505,,,Follow up 505
ACC_0095,,TASK_00506,Low,Not Started,Follow up 506
ACC_0095,,TASK_00507,Normal,Not Started,Follow up 507
ACC_0104,,TASK_00508,High,Not Started,Follow up 508
ACC_0030,,TASK_00509,Low,Completed,Follow up 509
ACC_0105,,TASK_00510,Normal,Completed,Follow up 510
ACC_0105,,TASK_00511,Normal,Completed,Follow up 511
ACC_0105,,TASK_00512,Normal,Completed,Follow up 512
ACC_0105,,TASK_00513,Normal,Not Started,Follow up 513
ACC_0105,,TASK_00514,,Not Started,Follow up 514
ACC_0105,,TASK_00515,Normal,Completed,Follow up 515
ACC_0069,,TASK_00516,High,Not Started,Follow up 516
ACC_0069,,TASK_00517,,,Follow up 517
ACC_0069,,TASK_00518,High,Not Started,Follow up 518
ACC_0069,,TASK_00519,Normal,Not Started,Follow up 519
ACC_0069,,TASK_00520,High,Not Started,Follow up 520
ACC_0069,,TASK_00521,Normal,Not Started,Follow up 521
ACC_0069,,TASK_00522,High,Completed,Follow up 522
ACC_0069,,TASK_00523,Low,Completed,Follow up 523
ACC_0069,,TASK_00524,Normal,Not Started,Follow up 524
ACC_0052,,TASK_00525,Low,Completed,Follow up 525
ACC_0052,,TASK_00526,Normal,,Follow up 526
ACC_0052,,TASK_00527,Low,Not Started,Follow up 527
ACC_0052,,TASK_00528,Low,Not Started,Follow up 528
ACC_0052,,TASK_00529,Low,,Follow up 529
ACC_0052,,TASK_00530,High,Completed,Follow up 530
ACC_0052,,TASK_00531,High,Completed,Follow up 531
ACC_0052,,TASK_00532,,Not Started,Follow up 532
ACC_0052,,TASK_00533,Low,Completed,Follow up 533
ACC_0052,,TASK_00534,Low,Not Started,Follow up 534
ACC_0000,,TASK_00535,Low,Completed,Follow up 535
ACC_0000,,TASK_00536,Low,Not Started,Follow up 536
ACC_0000,,TASK_00537,Normal,Not Started,Follow up 537
ACC_0000,,TASK_00538,Low,Completed,Follow up 538
ACC_0000,,TASK_00539,High,Completed,Follow up 539
ACC_0000,,TASK_00540,Normal,,Follow up 540
ACC_0003,,TASK_00541,,Completed,Follow up 541
ACC_0003,,TASK_00542,High,Completed,Follow up 542
ACC_0039,,TASK_00543,High,,Follow up 543
ACC_0039,,TASK_00544,Normal,,Follow up 544
ACC_0057,,TASK_00545,,Completed,Follow up 545
ACC_0057,,TASK_00546,Normal,Completed,Follow up 546
ACC_0057,,TASK_00547,,Completed,Follow up 547
ACC_0057,,TASK_00548,High,Completed,Follow up 548
ACC_0057,,TASK_00549,High,Completed,Follow up 549
ACC_0057,,TASK_00550,High,Completed,Follow up 550
ACC_0057,,TASK_00551,Low,Completed,Follow up 551
ACC_0057,,TASK_00552,Normal,Not Started,Follow up 552
ACC_0057,,TASK_00553,Low,Completed,Follow up 553
ACC_0057,,TASK_00554,High,,Follow up 554
ACC_0047,,TASK_00555,Low,Not Started,Follow up 555
ACC_0047,,TASK_00556,,Not Started,Follow up 556
ACC_0047,,TASK_00557,Low,Completed,Follow up 557
ACC_0047,,TASK_00558,High,Completed,Follow up 558
ACC_0047,,TASK_00559,Normal,Not Started,Follow up 559
ACC_0047,,TASK_00560,High,Not Started,Follow up 560
ACC_0047,,TASK_00561,High,Not Started,Follow up 561
ACC_0047,,TASK_00562,High,Completed,Follow up 562
ACC_0047,,TASK_00563,Normal,Not Started,Follow up 563
ACC_0108,,TASK_00564,Normal,Completed,Follow up 564
ACC_0108,,TASK_00565,Normal,Completed,Follow up 565
ACC_0108,,TASK_00566,High,Completed,Follow up 566
ACC_0050,,TASK_00567,Low,Not Started,Follow up 567
ACC_0050,,TASK_00568,,Completed,Follow up 568
ACC_0050,,TASK_00569,Normal,Completed,Follow up 569
ACC_0050,,TASK_00570,Normal,Completed,Follow up 570
ACC_0050,,TASK_00571,Normal,Completed,Follow up 571
ACC_0050,,TASK_00572,High,Completed,Follow up 572
ACC_0050,,TASK_00573,,Completed,Follow up 573
ACC_0050,,TASK_00574,High,Completed,Follow up 574
ACC_0050,,TASK_00575,High,Completed,Follow up 575
ACC_0050,,TASK_00576,Normal,Completed,Follow up 576
ACC_0073,,TASK_00577,High,Not Started,Follow up 577
ACC_0073,,TASK_00578,High,Completed,Follow up 578
ACC_0073,,TASK_00579,Normal,,Follow up 579
ACC_0006,,TASK_00580,Low,Completed,Follow up 580
ACC_0006,,TASK_00581,Normal,Completed,Follow up 581
ACC_0006,,TASK_00582,Normal,Completed,Follow up 582
ACC_0006,,TASK_00583,Normal,Completed,Follow up 583
ACC_0006,,TASK_00584,Normal,Completed,Follow up 584
ACC_0097,,TASK_00585,High,Not Started,Follow up 585
ACC_0097,,TASK_00586,Low,Not Started,Follow up 586
ACC_0097,,TASK_00587,Low,Not Started,Follow up 587
ACC_0097,,TASK_00588,Normal,Not Started,Follow up 588
ACC_0097,,TASK_00589,Low,Not Started,Follow up 589
ACC_0097,,TASK_00590,Low,Completed,Follow up 590
ACC_0097,,TASK_00591,High,Completed,Follow up 591
ACC_0097,,TASK_00592,Normal,Not Started,Follow up 592
ACC_0097,,TASK_00593,Normal,Completed,Follow up 593
ACC_0097,,TASK_00594,Normal,Completed,Follow up 594
ACC_0002,,TASK_00595,Low,Not Started,Follow up 595
ACC_0002,,TASK_00596,Normal,Not Started,Follow up 596
ACC_0002,,TASK_00597,High,,Follow up 597
ACC_0002,,TASK_00598,High,Completed,Follow up 598
ACC_0002,,TASK_00599,Normal,Not Started,Follow up 599
ACC_0029,,TASK_00600,Normal,Not Started,Follow up 600
ACC_0029,,TASK_00601,,Completed,Follow up 601
ACC_0029,,TASK_00602,,Completed,Follow up 602
ACC_0029,,TASK_00603,Low,Not Started,Follow up 603
ACC_0029,,TASK_00604,Normal,Not Started,Follow up 604
ACC_0029,,TASK_00605,Normal,Completed,Follow up 605
ACC_0029,,TASK_00606,High,Not Started,Follow up 606
ACC_0029,,TASK_00607,High,Completed,Follow up 607
ACC_0029,,TASK_00608,High,Not Started,Follow up 608
ACC_0068,,TASK_00609,Normal,,Follow up 609
ACC_0068,,TASK_00610,,Not Started,Follow up 610
ACC_0068,,TASK_00611,Low,Completed,Follow up 611
ACC_0068,,TASK_00612,Normal,Not Started,Follow up 612
ACC_0068,,TASK_00613,Normal,Completed,Follow up 613
ACC_0068,,TASK_00614,Normal,Not Started,Follow up 614
ACC_0113,,TASK_00615,Low,Not Started,Follow up 615
ACC_0113,,TASK_00616,Normal,Not Started,Follow up 616
ACC_0113,,TASK_00617,Normal,Not Started,Follow up 617
ACC_0113,,TASK_00618,High,Completed,Follow up 618
ACC_0113,,TASK_00619,Normal,Not Started,Follow up 619
ACC_0107,,TASK_00620,Normal,Completed,Follow up 620
ACC_0107,,TASK_00621,High,Completed,Follow up 621
ACC_0107,,TASK_00622,Low,Completed,Follow up 622
ACC_0107,,TASK_00623,High,Not Started,Follow up 623
ACC_0005,contact1@acc-0005.com,TASK_00624,Low,Completed,Follow up 624
ACC_0005,contact0@acc-0005.com,TASK_00625,Low,Not Started,Follow up 625
ACC_0005,,TASK_00626,,Not Started,Follow up 626
ACC_0005,contact1@acc-0005.com,TASK_00627,Low,Not Started,Follow up 627
ACC_0005,contact0@acc-0005.com,TASK_00628,High,Completed,Follow up 628
ACC_0005,contact1@acc-0005.com,TASK_00629,Normal,Not Started,Follow up 629
ACC_0005,contact1@acc-0005.com,TASK_00630,Low,Completed,Follow up 630
ACC_0005,,TASK_00631,High,Completed,Follow up 631
ACC_0092,contact3@acc-0092.com,TASK_00632,High,Not Started,Follow up 632
ACC_0092,contact4@acc-0092.com,TASK_00633,Low,Completed,Follow up 633
ACC_0092,contact4@acc-0092.com,TASK_00634,,Completed,Follow up 634
ACC_0023,contact6@acc-0023.com,TASK_00635,Normal,Completed,Follow up 635
ACC_0023,contact6@acc-0023.com,TASK_00636,Low,,Follow up 636
ACC_0023,contact6@acc-0023.com,TASK_00637,High,Completed,Follow up 637
ACC_0023,,TASK_00638,High,Not Started,Follow up 638
ACC_0023,contact6@acc-0023.com,TASK_00639,Normal,Not Started,Follow up 639
ACC_0023,contact6@acc-0023.com,TASK_00640,Low,Not Started,Follow up 640
ACC_0023,contact6@acc-0023.com,TASK_00641,High,Completed,Follow up 641
ACC_0023,contact6@acc-0023.com,TASK_00642,High,,Follow up 642
ACC_0065,contact7@acc-0065.com,TASK_00643,Low,Completed,Follow up 643
ACC_0065,,TASK_00644,Normal,Completed,Follow up 644
ACC_0065,contact7@acc-0065.com,TASK_00645,,Not Started,Follow up 645
ACC_0065,,TASK_00646,Low,Completed,Follow up 646
ACC_0065,,TASK_00647,Low,Not Started,Follow up 647
ACC_0065,contact7@acc-0065.com,TASK_00648,Low,Not Started,Follow up 648
ACC_0065,contact7@acc-0065.com,TASK_00649,,Not Started,Follow up 649
ACC_0109,contact8@acc-0109.com,TASK_00650,Low,Not Started,Follow up 650
ACC_0109,,TASK_00651,Low,Completed,Follow up 651
ACC_0109,contact9@acc-0109.com,TASK_00652,High,,Follow up 652
ACC_0109,contact10@acc-0109.com,TASK_00653,Low,Completed,Follow up 653
ACC_0109,,TASK_00654,Low,Completed,Follow up 654
ACC_0109,contact9@acc-0109.com,TASK_00655,Normal,Not Started,Follow up 655
ACC_0109,contact8@acc-0109.com,TASK_00656,,Completed,Follow up 656
ACC_0109,contact9@acc-0109.com,TASK_00657,,Not Started,Follow up 657
ACC_0109,contact8@acc-0109.com,TASK_00658,High,Not Started,Follow up 658
ACC_0053,contact13@acc-0053.com,TASK_00659,Normal,Not Started,Follow up 659
ACC_0053,contact13@acc-0053.com,TASK_00660,High,Not Started,Follow up 660
ACC_0053,,TASK_00661,High,Not Started,Follow up 661
ACC_0053,contact11@acc-0053.com,TASK_00662,Normal,Not Started,Follow up 662
ACC_0053,contact11@acc-0053.com,TASK_00663,Normal,Completed,Follow up 663
ACC_0079,contact14@acc-0079.com,TASK_00664,High,Not Started,Follow up 664
ACC_0079,contact14@acc-0079.com,TASK_00665,Normal,,Follow up 665
ACC_0046,contact16@acc-0046.com,TASK_00666,High,Completed,Follow up 666
ACC_0046,contact15@acc-0046.com,TASK_00667,Normal,Not Started,Follow up 667
ACC_0046,contact15@acc-0046.com,TASK_00668,Low,Not Started,Follow up 668
ACC_0046,,TASK_00669,Low,Not Started,Follow up 669
ACC_0046,contact15@acc-0046.com,TASK_00670,High,,Follow up 670
ACC_0046,,TASK_00671,High,Completed,Follow up 671
ACC_0046,contact16@acc-0046.com,TASK_00672,Normal,Not Started,Follow up 672
ACC_0114,contact17@acc-0114.com,TASK_00673,Normal,Not Started,Follow up 673
ACC_0114,contact18@acc-0114.com,TASK_00674,Normal,Completed,Follow up 674
ACC_0114,contact20@acc-0114.com,TASK_00675,High,,Follow up 675
ACC_0114,contact20@acc-0114.com,TASK_00676,High,,Follow up 676
ACC_0114,contact19@acc-0114.com,TASK_00677,High,Completed,Follow up 677
ACC_0093,contact22@acc-0093.com,TASK_00678,High,Completed,Follow up 678
ACC_0093,contact21@acc-0093.com,TASK_00679,Low,Not Started,Follow up 679
ACC_0093,contact21@acc-0093.com,TASK_00680,,Not Started,Follow up 680
ACC_0093,,TASK_00681,Low,,Follow up 681
ACC_0042,contact24@acc-0042.com,TASK_00682,High,Completed,Follow up 682
ACC_0042,contact23@acc-0042.com,TASK_00683,Normal,Completed,Follow up 683
ACC_0042,contact23@acc-0042.com,TASK_00684,Low,Completed,Follow up 684
ACC_0042,contact24@acc-0042.com,TASK_00685,,Not Started,Follow up 685
ACC_0042,contact25@acc-0042.com,TASK_00686,High,Not Started,Follow up 686
ACC_0042,contact25@acc-0042.com,TASK_00687,High,Not Started,Follow up 687
ACC_0042,contact24@acc-0042.com,TASK_00688,Low,Not Started,Follow up 688
ACC_0042,contact23@acc-0042.com,TASK_00689,Low,Not Started,Follow up 689
ACC_0042,contact25@acc-0042.com,TASK_00690,Normal,Not Started,Follow up 690
ACC_0042,contact24@acc-0042.com,TASK_00691,Normal,Not Started,Follow up 691
ACC_0056,contact28@acc-0056.com,TASK_00692,High,Not Started,Follow up 692
ACC_0056,,TASK_00693,,Completed,Follow up 693
ACC_0056,contact28@acc-0056.com,TASK_00694,Low,,Follow up 694
ACC_0056,contact28@acc-0056.com,TASK_00695,High,Completed,Follow up 695
ACC_0056,,TASK_00696,Normal,Not Started,Follow up 696
ACC_0056,contact27@acc-0056.com,TASK_00697,High,Completed,Follow up 697
ACC_0056,contact26@acc-0056.com,TASK_00698,Low,Not Started,Follow up 698
ACC_0056,,TASK_00699,,Not Started,Follow up 699
ACC_0043,contact29@acc-0043.com,TASK_00700,Normal,Completed,Follow up 700
ACC_0076,contact31@acc-0076.com,TASK_00701,High,Completed,Follow up 701
ACC_0076,contact31@acc-0076.com,TASK_00702,High,Completed,Follow up 702
ACC_0076,contact32@acc-0076.com,TASK_00703,Low,Completed,Follow up 703
ACC_0015,contact33@acc-0015.com,TASK_00704,Low,Completed,Follow up 704
ACC_0015,contact33@acc-0015.com,TASK_00705,,Completed,Follow up 705
ACC_0018,contact37@acc-0018.com,TASK_00706,Low,,Follow up 706
ACC_0018,contact37@acc-0018.com,TASK_00707,High,Completed,Follow up 707
ACC_0018,contact36@acc-0018.com,TASK_00708,Normal,Completed,Follow up 708
ACC_0018,contact37@acc-0018.com,TASK_00709,,,Follow up 709
ACC_0018,contact37@acc-0018.com,TASK_00710,Low,Not Started,Follow up 710
ACC_0086,contact39@acc-0086.com,TASK_00711,High,Not Started,Follow up 711
ACC_0086,contact39@acc-0086.com,TASK_00712,Low,Not Started,Follow up 712
ACC_0086,contact39@acc-0086.com,TASK_00713,High,Not Started,Follow up 713
ACC_0086,contact38@acc-0086.com,TASK_00714,High,Not Started,Follow up 714
ACC_0085,contact40@acc-0085.com,TASK_00715,Low,Completed,Follow up 715
ACC_0085,,TASK_00716,Normal,,Follow up 716
ACC_0085,contact41@acc-0085.com,TASK_00717,Normal,Completed,Follow up 717
ACC_0017,contact46@acc-0017.com,TASK_00718,Low,,Follow up 718
ACC_0017,contact44@acc-0017.com,TASK_00719,Normal,Not Started,Follow up 719
ACC_0017,contact43@acc-0017.com,TASK_00720,Low,Completed,Follow up 720
ACC_0017,contact45@acc-0017.com,TASK_00721,High,Completed,Follow up 721
ACC_0017,contact43@acc-0017.com,TASK_00722,Normal,Not Started,Follow up 722
ACC_0017,,TASK_00723,Low,Completed,Follow up 723
ACC_0017,contact44@acc-0017.com,TASK_00724,High,,Follow up 724
ACC_0017,contact45@acc-0017.com,TASK_00725,High,Completed,Follow up 725
ACC_0017,contact45@acc-0017.com,TASK_00726,Normal,Completed,Follow up 726
ACC_0099,contact47@acc-0099.com,TASK_00727,High,Completed,Follow up 727
ACC_0099,contact48@acc-0099.com,TASK_00728,Low,Not Started,Follow up 728
ACC_0099,contact48@acc-0099.com,TASK_00729,Normal,Completed,Follow up 729
ACC_0099,contact48@acc-0099.com,TASK_00730,,Not Started,Follow up 730
ACC_0099,contact48@acc-0099.com,TASK_00731,,Completed,Follow up 731
ACC_0054,contact49@acc-0054.com,TASK_00732,Low,Not Started,Follow up 732
ACC_0054,contact52@acc-0054.com,TASK_00733,Low,Not Started,Follow up 733
ACC_0054,contact51@acc-0054.com,TASK_00734,Normal,Completed,Follow up 734
ACC_0054,contact49@acc-0054.com,TASK_00735,,Completed,Follow up 735
ACC_0054,contact49@acc-0054.com,TASK_00736,High,Completed,Follow up 736
ACC_0032,contact54@acc-0032.com,TASK_00737,Normal,Not Started,Follow up 737
ACC_0091,contact56@acc-0091.com,TASK_00738,Low,Not Started,Follow up 738
ACC_0091,contact56@acc-0091.com,TASK_00739,Normal,Not Started,Follow up 739
ACC_0091,contact56@acc-0091.com,TASK_00740,High,Completed,Follow up 740
ACC_0103,contact58@acc-0103.com,TASK_00741,High,Not Started,Follow up 741
ACC_0103,contact58@acc-0103.com,TASK_00742,Low,Not Started,Follow up 742
ACC_0103,,TASK_00743,Normal,,Follow up 743
ACC_0103,contact57@acc-0103.com,TASK_00744,Normal,Completed,Follow up 744
ACC_0103,,TASK_00745,Low,,Follow up 745
ACC_0025,contact60@acc-0025.com,TASK_00746,Low,Not Started,Follow up 746
ACC_0025,contact60@acc-0025.com,TASK_00747,Normal,Completed,Follow up 747
ACC_0025,,TASK_00748,,Not Started,Follow up 748
ACC_0025,contact60@acc-0025.com,TASK_00749,Low,Completed,Follow up 749
ACC_0025,contact59@acc-0025.com,TASK_00750,Low,Completed,Follow up 750
ACC_0025,contact60@acc-0025.com,TASK_00751,,Completed,Follow up 751
ACC_0025,contact59@acc-0025.com,TASK_00752,Low,,Follow up 752
ACC_0025,contact60@acc-0025.com,TASK_00753,,Not Started,Follow up 753
ACC_0044,contact61@acc-0044.com,TASK_00754,Normal,Not Started,Follow up 754
ACC_0044,contact61@acc-0044.com,TASK_00755,Low,Completed,Follow up 755
ACC_0044,,TASK_00756,High,Not Started,Follow up 756
ACC_0044,contact61@acc-0044.com,TASK_00757,High,Completed,Follow up 757
ACC_0059,contact66@acc-0059.com,TASK_00758,Normal,Not Started,Follow up 758
ACC_0059,,TASK_00759,Normal,Completed,Follow up 759
ACC_0059,contact65@acc-0059.com,TASK_00760,High,Not Started,Follow up 760
ACC_0059,contact65@acc-0059.com,TASK_00761,High,Completed,Follow up 761
ACC_0059,contact64@acc-0059.com,TASK_00762,High,,Follow up 762
ACC_0024,contact67@acc-0024.com,TASK_00763,Low,Completed,Follow up 763
ACC_0024,contact68@acc-0024.com,TASK_00764,Low,Completed,Follow up 764
ACC_0024,,TASK_00765,Low,Completed,Follow up 765
ACC_0024,contact68@acc-0024.com,TASK_00766,,Completed,Follow up 766
ACC_0024,,TASK_00767,,Not Started,Follow up 767
ACC_0024,contact67@acc-0024.com,TASK_00768,Low,Completed,Follow up 768
ACC_0082,contact69@acc-0082.com,TASK_00769,Normal,Completed,Follow up 769
ACC_0082,contact69@acc-0082.com,TASK_00770,Normal,Completed,Follow up 770
ACC_0082,contact69@acc-0082.com,TASK_00771,Low,Not Started,Follow up 771
ACC_0082,contact69@acc-0082.com,TASK_00772,High,Not Started,Follow up 772
ACC_0082,,TASK_00773,Normal,Completed,Follow up 773
ACC_0082,contact69@acc-0082.com,TASK_00774,High,Completed,Follow up 774
ACC_0082,,TASK_00775,Low,Not Started,Follow up 775
ACC_0082,contact69@acc-0082.com,TASK_00776,,Completed,Follow up 776
ACC_0049,contact70@acc-0049.com,TASK_00777,High,Completed,Follow up 777
ACC_0049,contact72@acc-0049.com,TASK_00778,Normal,,Follow up 778
ACC_0049,contact72@acc-0049.com,TASK_00779,Normal,,Follow up 779
